headline,abstract,pub date,original,person rank,keywords,lead paragraph,news desk,section name,type of material
‘Fyre’ and ‘Fyre Fraud’ Reviews: Behind the Scenes of a Music Festival Fiasco,"Two documentaries try to unpack a spectacular scheme by Billy McFarland, now in prison, who used social media to sell a music festival in the Bahamas.",2019-01-16T19:57:11+0000,By Wesley Morris,1,"['Documentary Films and Programs', 'Fyre (Movie)', 'Fyre Fraud (Movie)', 'Smith, Chris (1970- )', 'McFarland, Billy (1991- )', 'Ja Rule', 'Furst, Jenner', 'Nason, Julia Willoughby', 'Rap and Hip-Hop', 'Netflix Inc', 'Hulu.com']","Does anybody need two movies at the same time about the same music-festival fiasco? I don’t. Yet in keeping with the excess unspooled in both, here they are anyway: two documentaries about the Fyre Festival — Netflix’s “Fyre” and Hulu’s “Fyre Fraud” — an event for which lots of young people paid lots of money and got nothing in return but international mockery. The movies have footage, guests, formal devices and sneering in common. Releasing one within spitting distance of the other is like opening a Walgreens across the street from a CVS. They’re different and the same. Even so, “Fyre” is fine. “Fyre Fraud” is better.",Weekend,Movies,Review
Behind the Guitar Heroes,"In “The Birth of Loud,” Ian Port traces the invention and evolution of the electric guitar.",2019-01-16T20:00:06+0000,By Jon Pareles,1,"['Books and Literature', ""The Birth of Loud: Leo Fender, Les Paul, and the Guitar-Pioneering Rivalry That Shaped Rock 'n' Roll (Book)"", 'Port, Ian S', 'Guitars', 'Pop and Rock Music']","THE BIRTH OF LOUD Leo Fender, Les Paul, and the Guitar-Pioneering Rivalry That Shaped Rock ’n’ Roll By Ian S. Port Illustrated. 340 pp. Scribner. $28.",BookReview,Books,Review
Would You Like to See Your Presidential Candidate Floss?,The 2020 race could set new standards for intimacy and exposure.,2019-01-16T20:01:41+0000,By Frank Bruni,1,"['Presidential Election of 2020', ""O'Rourke, Beto"", 'Harris, Kamala D', 'Warren, Elizabeth', 'United States Politics and Government', 'Democratic Party']",This article is part of the Frank Bruni newsletter. You can sign up here to receive the free newsletter every Wednesday.,OpEd,Opinion,Op-Ed
Can States Fix the Disaster of American Health Care? ,"The governor of California has proposed some big ideas. Who knows whether he can pull them off, but there’s reason for hope. ",2019-01-16T20:05:36+0000,By Elisabeth Rosenthal,1,"['Health Insurance and Managed Care', 'States (US)', 'Drugs (Pharmaceuticals)', 'Hospitals', 'California', 'Inslee, Jay', 'Newsom, Gavin', 'Washington (State)']","Last week, California’s new governor, Gavin Newsom, promised to pursue a smorgasbord of changes to his state’s health care system: state negotiation of drug prices; a requirement that every Californian have health insurance; more assistance to help middle-class Californians afford it; and health care for undocumented immigrants up to age 26.",OpEd,Opinion,Op-Ed
The U.S. Should Get Tough on Timber With Peru,A poorly enforced trade agreement continues to damage the environment and the economy. ,2019-01-16T20:10:00+0000,By Richard Conniff,1,"['Logging Industry', 'North American Free Trade Agreement', 'Peru', 'United States']","When the trade deal between the United States and Peru went into effect in 2009, proponents touted it as a shining example of environmental good sense. It was the first time the main text of any trade deal included detailed protections for the environment and for labor. That mattered — and still matters — both as a model for other trade deals and also because the environment ostensibly being protected includes a large chunk of the Amazon rain forest.",OpEd,Opinion,Op-Ed
Victims of the Shutdown,Readers discuss how federal workers and farmers are suffering. ,2019-01-16T20:15:00+0000,,1,"['Shutdowns (Institutional)', 'United States Politics and Government', 'Trump, Donald J']",To the Editor:,Letters,Opinion,Letter
How to Sort Through a Cornucopia of Television Shows,Our assistant TV editor has a state-of-the-art setup for watching shows and movies. But here’s what happens when there can be too much content to choose.,2019-01-16T20:24:21+0000,,2,"['Computers and the Internet', 'Television', 'Television Sets and Media Devices', 'Movies', 'Social Media', 'New York Times', 'Video Recordings, Downloads and Streaming']","How do New York Times journalists use technology in their jobs and in their personal lives? Aisha Harris, assistant TV editor for The Times, discussed the tech she’s using.",Business,Technology,News
How the Media Covers Donald Trump,Readers react to a column by Frank Bruni that argued that the media’s mistakes and its “appetite for antics versus substance” helped elect Mr. Trump. ,2019-01-16T20:24:43+0000,,1,"['Media', 'Trump, Donald J', 'Bruni, Frank']",To the Editor:,Letters,Opinion,Letter
Justices Express Skepticism of Tennessee Law on Liquor Stores,"The Supreme Court considered whether the 21st Amendment, which ended Prohibition, gave states power to discriminate against some liquor store owners.",2019-01-16T20:30:37+0000,By Adam Liptak,1,"['Supreme Court (US)', 'ALCOHOLIC BEVERAGES', 'Tennessee', 'Prohibition Era (1920-1933)', 'Constitutional Amendments', 'Interstate Commerce', 'Shopping and Retail', 'Protectionism (Trade)', 'Regulation and Deregulation of Industry']","WASHINGTON — One hundred years to the day after the ratification of the 18th Amendment, leading to the nation’s 14-year experiment with Prohibition, the Supreme Court considered on Wednesday whether Tennessee may impose significant restriction on liquor sales.",Washington,U.S.,News
The Planned U.S. Troop Withdrawal From Syria: Here's the Latest,"If anyone had any illusions about just how complicated a U.S. withdrawal from Syria might be, they were unlikely to retain them after the latest bad news out of the war-torn country.",2019-01-16T20:30:57+0000,By Megan Specia,1,"['Syria', 'United States Defense and Military Forces', 'Islamic State in Iraq and Syria (ISIS)', 'Terrorism', 'Manbij (Syria)', 'United States International Relations', 'Defense Department', 'McGurk, Brett H', 'Bolton, John R', 'Trump, Donald J', 'Mattis, James N', 'United States']","In the weeks since President Trump unexpectedly announced that American troops would withdraw from Syria — “and they’re coming back now” — rejecting the counsel of generals and advisers, some administration officials stepped down and others tried to chart a path forward.",Foreign,World,News
"Review: In ‘Pelléas,’ the Met Opera’s Music Director Takes Charge",Yannick Nézet-Séguin decisively conveys the subliminal intensity that courses through Debussy’s “Pelléas et Mélisande.”,2019-01-16T20:32:39+0000,By Anthony Tommasini,1,"['Opera', 'Metropolitan Opera', 'Pelleas et Melisande (Opera)', 'Nezet-Seguin, Yannick', 'Appleby, Paul', 'Leonard, Isabel', 'Ketelsen, Kyle']","Yannick Nézet-Séguin, the new music director of the Metropolitan Opera, may not have many appearances with the company this season. But conducting the opening of  Debussy’s “Pelléas et Mélisande” on Tuesday night, he seemed fully in charge.",Culture,Arts,Review
Are You a Los Angeles Public School Teacher? We Want to Hear From You,Help us understand how class size affects you and your students.,2019-01-16T20:42:06+0000,By Lela Moore,2,"['Education (K-12)', 'Teachers and School Employees', 'United Teachers Los Angeles', 'Los Angeles (Calif)', 'Strikes']","Wednesday is the third day of a teachers’ strike in Los Angeles. More than 30,000 teachers from 900 schools in the Los Angeles Unified School District are marching on picket lines.",NewsDesk,Reader Center,News
Sleeping Less Than 6 Hours a Night Tied to Heart Disease,"An argument for a good night’s sleep: People who slept less than six hours were at higher risk for hardening of the arteries, a new study found.",2019-01-16T20:47:52+0000,By Nicholas Bakalar,3,"['Sleep', 'Heart']","Sleeping less than six hours a night, and sleeping poorly, are associated with hardening of the arteries, a new study has found.",Well,Well,News
Two Ways of Looking at Cuba’s Modern Dance Problem,"Companies at the Joyce Theater’s Cuba Festival share a similar issue: The country produces wonderful dancers but, as of yet, no great choreographers.",2019-01-16T20:51:57+0000,By Brian Seibert,1,"['Dancing', 'MalPaso Dance Co', 'Joyce Theater', 'Los Hijos del Director (Dance Co)']","At the end of George Céspedes’s “El Último Recurso,” dancers stand and stare at the audience for the full duration of a song. That extended staring in stillness, with baleful or at least somber faces, is something they’ve done many times before in this 80-minute work, usually in silence. The song is “Feeling Good.” These dancers, clearly, aren’t.",Weekend,Arts,Review
An Irish Burger Chain Claims a Trademark Win Over McDonald’s,"At issue is the similarity between the name of Supermac’s, which has just over 100 outlets, and the Big Mac.",2019-01-16T20:57:37+0000,By Ed O'Loughlin,1,"[""Supermac's Holdings Ltd"", ""McDonald's Corporation"", 'Trademarks and Trade Names', 'Fast Food Industry', 'Names, Organizational', 'Ireland']",DUBLIN — A European Union regulator has ruled that McDonald’s must give up trademark rights to one of its cornerstone products — the Big Mac — in a long-running dispute with an Irish fast-food chain called Supermac’s.,Business,Business Day,News
How Secrecy Fuels Facebook Paranoia,The social platform knows everything that happens within its walls — that’s the whole point — but it is oddly reticent when it comes to misinformation campaigns.,2019-01-16T21:02:35+0000,By John Herrman,1,"['Computers and the Internet', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Social Media', 'Facebook Inc', 'Internet Research Agency (Russia)', 'Trump, Donald J']","In December of last year, the Senate Intelligence Committee released two reports it had commissioned concerning Russia’s efforts to influence the 2016 election. The outline of the interference effort has always been easy to make out, but key questions about its significance — Could Russia really affect voter sentiment by posting? Did trolls really lower voter turnout in key states? — are still, in large part, matters for speculation. And the committee’s findings did little to change that.",Magazine,Magazine,News
Could a Future President Declare a Climate Emergency?,Also this week: How much hot water are you in?,2019-01-16T21:20:03+0000,By John Schwartz and Tik Root,1,['Global Warming'],Welcome to the Climate Fwd: newsletter. The New York Times climate team emails readers once a week with stories and insights about climate change. Sign up here to get it in your inbox.,Climate,Climate,News
A Podcast Reaches Across Chicago’s Cultural Divides,"Make-Believe Association, a new podcast producer in Chicago, showcases diverse stories — and audiences — from a starkly divided city.",2019-01-16T21:25:00+0000,By Jennifer Schuessler,1,"[""Grown Folks' Fables (Radio Program)"", 'Podcasts', 'Race and Ethnicity', 'Theater', 'Chicago Public Library', 'McCarter, Jeremy', 'Mason, Zachary (1974- )', 'Make-Believe Assn', 'Marshall, Nate (Poet)', 'Garcia Loza, Nancy', 'Chicago (Ill)']","Chicago — The list of things born in this city includes the skyscraper, the Ferris wheel and (supposedly) brownies. And then there are its wonkier claims to fame.",Culture,Arts,News
